,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform
0,825,Tether,USDT,tether,29744,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",,80090716164.04959,83312055007.80098,3,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,1.0004780741681656,74266716953.4645,35.0039,0.00679262,0.01316481,0.01999807,0.00090125,-0.00753523,-0.00192266,80129005466.55751,4.4039,83351884349.2,2022-03-16T22:04:00.000Z,
1,1839,BNB,BNB,bnb,754,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,165116760.89,165116760.89,4,,,2022-03-16T22:04:00.000Z,,,,,,384.5104939258301,1797224372.1124275,26.7412,-0.33620176,3.05503295,-1.90871201,-4.12287421,-22.3697024,-27.63712692,63489127285.24708,3.4888,63489126943.03,2022-03-16T22:04:00.000Z,
2,3408,USD Coin,USDC,usd-coin,3264,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain']",,52277640895.48089,52277640895.48089,5,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.9999299685194812,5361577820.711122,48.3405,0.01067778,0.02953557,-0.05740322,-0.01772489,-0.01334946,-0.17489465,52273979814.89095,2.873,52273979814.89,2022-03-16T22:04:00.000Z,
3,52,XRP,XRP,xrp,689,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48046106688.0,99989680089.0,6,,,2022-03-16T22:04:00.000Z,,,,,,0.7846641935661541,2436994945.8503504,26.3497,-0.49732999,2.03753078,2.84976165,-1.722071,0.10215161,-3.49107752,37700059558.332924,2.072,78466419356.62,2022-03-16T22:04:00.000Z,
4,4172,Terra,LUNA,terra-luna,175,2019-07-26T00:00:00.000Z,"['cosmos-ecosystem', 'store-of-value', 'defi', 'payments', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'pantera-capital-portfolio', 'terra-ecosystem']",,369119245.14056545,766749592.127081,7,,,2022-03-16T22:04:00.000Z,,,,,,89.089320496929,3197605633.7200055,6.2181,-0.73336072,0.13536682,-9.83929979,67.73920003,2.20858063,32.77754033,32884582731.91234,1.8073,68309200153.9,2022-03-16T22:04:00.000Z,
5,2010,Cardano,ADA,cardano,391,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33700516977.486,34201243285.461,8,,,2022-03-16T22:04:00.000Z,,,,,,0.8292723095274844,1210638893.1370902,41.2989,-0.07670093,3.11690055,-1.57652007,-20.3666735,-36.65655145,-34.37875056,27946905546.190014,1.5357,37317253928.74,2022-03-16T22:04:00.000Z,
6,5426,Solana,SOL,solana,268,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,323086069.57296115,511616946.142289,9,,,2022-03-16T22:04:00.000Z,,,,,,86.06844573001813,2340689380.6709604,39.2962,-0.43274568,2.52081686,-1.1753592,-10.03594337,-41.97509132,-52.70879646,27807515845.165268,1.5281,44034075363.61,2022-03-16T22:04:00.000Z,
7,5805,Avalanche,AVAX,avalanche,210,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",,266671768.35140935,395891289.9134107,10,,,2022-03-16T22:04:00.000Z,,,,,,73.53841369072555,1166497710.2795386,8.512,-0.35695996,3.7438413,-4.37317589,-9.3468683,-21.06447862,-28.76216083,19610618820.663273,1.0776,29113217454.21,2022-03-16T22:04:00.000Z,
8,6636,Polkadot,DOT,polkadot-new,314,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,11,904869778.0,17257350752.072006,2022-03-16T22:04:00.000Z,,,,,,19.07164010960261,1183773910.3006902,66.5844,-0.34987402,6.38092782,7.8490724,2.71525578,-31.69717938,-27.56673161,18834757274.549408,1.0352,21041806737.88,2022-03-16T22:04:00.000Z,
9,4687,Binance USD,BUSD,binance-usd,3187,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain']",,17815600282.079254,17815600282.079254,12,,,2022-03-16T22:04:00.000Z,1839.0,BNB Beacon Chain (BEP2),BNB,bnb,BUSD-BD1,1.0006384481860644,6360101331.814779,26.5073,-0.00649394,-0.00615773,0.18345423,0.07450796,-0.02588807,0.12539803,17826974619.762997,0.9796,17826974619.76,2022-03-16T22:04:00.000Z,
10,74,Dogecoin,DOGE,dogecoin,456,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,13,,,2022-03-16T22:04:00.000Z,,,,,,0.11636180371564941,534345477.6883464,27.8763,0.17582685,2.6728227,-3.91948309,-19.91410672,-37.69353238,-33.63950764,15437809434.269464,0.8485,15437809434.27,2022-03-16T22:04:00.000Z,
11,7129,TerraUSD,UST,terrausd,318,2020-09-21T00:00:00.000Z,"['cosmos-ecosystem', 'stablecoin', 'terra-ecosystem', 'injective-ecosystem', 'bnb-chain']",,14974907906.249119,14974907906.249119,14,,,2022-03-16T22:04:00.000Z,,,,,,1.0055308520433595,671381345.3958921,7.6426,0.32342583,0.25068216,-0.02626973,0.57323893,0.60771319,0.3436968,15057731906.241516,0.8274,15057731906.24,2022-03-16T22:04:00.000Z,
12,5994,Shiba Inu,SHIB,shiba-inu,317,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,15,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2.2385225489594648e-05,832966214.0897613,23.1481,-0.6666946,2.66172809,-5.31603902,-24.09353177,-27.65555744,-32.57566349,12290905305.70221,0.6755,13201351634.8,2022-03-16T22:04:00.000Z,
13,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,345,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,272824.17336194,272824.17336194,16,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,41119.895790078284,252300725.45173904,65.4201,-0.20156393,3.95909683,-1.82936422,-2.64760621,-5.10885713,-14.02378753,11218501577.657225,0.6165,11218501577.66,2022-03-16T22:04:00.000Z,
14,3890,Polygon,MATIC,polygon,343,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,7690755022.62,10000000000.0,17,,,2022-03-16T22:04:00.000Z,,,,,,1.4464312066743652,862394115.1343904,23.6812,-0.54351188,3.48849646,-2.91239008,-12.11613268,-39.01212575,-32.15053695,11124148067.60518,0.6114,14464312066.74,2022-03-16T22:04:00.000Z,
15,3635,Cronos,CRO,cronos,129,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments']",30263013692.0,25263013692.0,30263013692.0,18,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,0.4053799242207198,103456340.6825347,47.4326,-0.32550574,5.05489855,-0.13757537,-13.18039018,-13.47491769,-25.98001101,10241118576.049967,0.5628,12268018197.15,2022-03-16T22:04:00.000Z,
16,4943,Dai,DAI,multi-collateral-dai,803,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain']",,9822383157.18336,9822383157.18336,19,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,0.999468291692388,362330024.14286995,38.7886,-0.02519503,-0.0795235,-0.04703448,-0.04245897,-0.03054366,-0.11105007,9817160514.458138,0.5395,9817160514.46,2022-03-16T22:04:00.000Z,
17,3794,Cosmos,ATOM,cosmos,249,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'binance-chain', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'bnb-chain']",,286370297.0,0.0,20,,,2022-03-16T22:04:00.000Z,,,,,,28.74886743782182,986305586.4699484,27.7792,-0.20593183,5.27198731,-4.7928145,6.70774632,-28.09984681,29.76242714,8232821706.582664,0.4524,0.0,2022-03-16T22:04:00.000Z,
18,2,Litecoin,LTC,litecoin,748,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'bnb-chain']",84000000.0,69857881.27791464,84000000.0,21,,,2022-03-16T22:05:00.000Z,,,,,,109.7155981940306,939835860.1439811,25.5334,-0.24993452,1.91717155,2.69758116,-11.29133194,-25.87154425,-27.21585629,7664499232.973976,0.4212,9216110248.3,2022-03-16T22:05:00.000Z,
19,6535,NEAR Protocol,NEAR,near-protocol,115,2020-08-11T00:00:00.000Z,"['platform', 'staking', 'coinbase-ventures-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'injective-ecosystem', 'bnb-chain']",1000000000.0,654265817.0,1000000000.0,22,,,2022-03-16T22:04:00.000Z,,,,,,10.581679811766238,634946083.022997,17.3208,-1.39770259,3.55116437,-7.68289506,2.41467175,-45.36527171,10.56718376,6923231387.277643,0.3804,10581679811.77,2022-03-16T22:04:00.000Z,
20,1975,Chainlink,LINK,chainlink,608,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'bnb-chain']",1000000000.0,467009549.5205637,1000000000.0,23,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,14.55522554563603,883925777.1599623,59.4974,-0.48234765,6.93474308,4.88145711,-7.11077755,-42.86571375,-23.8096633,6797429325.237684,0.3736,14555225545.64,2022-03-16T22:04:00.000Z,
21,7083,Uniswap,UNI,uniswap,345,2020-09-17T00:00:00.000Z,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'bnb-chain']",1000000000.0,687318091.918709,1000000000.0,24,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,9.076078969914338,257347002.0264591,53.7251,-0.47709575,4.3883045,-0.43772347,-13.13780885,-45.17036123,-37.81581407,6238153279.705045,0.3428,9076078969.91,2022-03-16T22:04:00.000Z,
22,1958,TRON,TRX,tron,578,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,101712148257.77362,101712146431.22247,25,71659659264.0,4354753804.0821295,2022-03-16T22:04:00.000Z,,,,,,0.060769948515089406,834402949.9109548,8.3703,-0.25608591,0.30338702,0.1844678,-5.68666451,-11.59023677,-29.48821696,6181042012.984043,0.3397,6181041901.98,2022-03-16T22:04:00.000Z,
23,4195,FTX Token,FTT,ftx-token,116,2019-07-31T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'derivatives', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio']",352170015.0,137488327.51874372,333357663.5859715,26,,,2022-03-16T22:04:00.000Z,1839.0,BNB Beacon Chain (BEP2),BNB,bnb,FTT-F11,42.64482613363409,130496294.3627454,52.348,-0.24839296,3.16530328,-0.1887787,-4.14550277,-7.46416373,9.8976418,5863165822.440966,0.3222,15018229059.15,2022-03-16T22:04:00.000Z,
24,3957,UNUS SED LEO,LEO,unus-sed-leo,19,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,27,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,5.984542111014148,8317698.2254539,-0.6505,0.01630933,1.68057363,2.59247442,1.64677191,58.70099981,65.3794648,5708978662.960865,0.3138,5896207301.12,2022-03-16T22:04:00.000Z,
25,1831,Bitcoin Cash,BCH,bitcoin-cash,577,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'binance-chain', 'bnb-chain']",21000000.0,19010081.25,19010081.25,28,,,2022-03-16T22:04:00.000Z,,,,,,298.6432878835492,3505739810.599087,2.109,-0.43455055,2.56665037,-3.44569327,-9.41626085,-23.74436604,-32.75470382,5677233167.433411,0.312,6271509045.55,2022-03-16T22:04:00.000Z,
26,4030,Algorand,ALGO,algorand,194,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",10000000000.0,6627029874.935628,7062382426.776851,29,,,2022-03-16T22:04:00.000Z,,,,,,0.730234052067658,205841093.95834187,16.4386,-0.45949311,1.31546589,-4.25403366,-18.36332633,-47.39217988,-47.99354596,4839282878.747668,0.266,7302340520.68,2022-03-16T22:04:00.000Z,
27,512,Stellar,XLM,stellar,410,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,24597258377.76858,50001788091.14908,30,,,2022-03-16T22:04:00.000Z,,,,,,0.18707479010267994,309380699.68230826,13.4984,-0.37516826,2.46884225,-0.06091748,-10.5205623,-28.4258074,-28.09136744,4601526948.122443,0.2529,9354077514.11,2022-03-16T22:04:00.000Z,
28,1966,Decentraland,MANA,decentraland,247,2017-09-17T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn']",,1840864268.0361848,2193771827.320146,31,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,2.4327752867207595,661563783.6596415,135.7724,-0.04477237,6.59368409,-1.86473366,-13.54510764,-18.95517476,-24.06988491,4478409097.48573,0.2461,5336953886.21,2022-03-16T22:04:00.000Z,
29,4023,Bitcoin BEP2,BTCB,bitcoin-bep2,106,2019-06-18T00:00:00.000Z,"['binance-chain', 'bnb-chain']",,105153.61583038,112501.0,32,,,2022-03-16T22:04:00.000Z,1839.0,BNB Beacon Chain (BEP2),BNB,bnb,BTCB-1DE,41110.481428800544,52535909.78831761,105.5155,-0.16054153,3.80308944,-1.78200317,-2.65705473,-5.05213939,-14.37190825,4322915770.766064,0.2376,4624970271.22,2022-03-16T22:04:00.000Z,
30,4642,Hedera,HBAR,hedera,88,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio']",50000000000.0,19565356900.654297,50000000000.0,33,19389577881.0,3916291870.002299,2022-03-16T22:04:00.000Z,,,,,,0.20197922275759825,103206252.73151271,47.1993,-0.12862178,0.27802493,-4.71473823,-15.5431131,-28.32382332,-22.2590661,3951795579.7691665,0.2172,10098961137.88,2022-03-16T22:04:00.000Z,
31,1321,Ethereum Classic,ETC,ethereum-classic,291,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'bnb-chain']",210700000.0,133586984.78324184,210700000.0,34,,,2022-03-16T22:04:00.000Z,,,,,,27.154431440768775,420892143.55476576,37.78,-1.33903939,4.45204885,-2.9977559,-12.83280623,-17.73370564,-23.90914937,3627478619.675562,0.1993,5721438704.57,2022-03-16T22:04:00.000Z,
32,6210,The Sandbox,SAND,the-sandbox,201,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio']",3000000000.0,1139993229.2233226,3000000000.0,35,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,3.1200308881617995,1399865298.9757404,262.3492,0.56644491,13.22788252,5.98146561,-20.7115739,-36.0085436,-38.21116217,3556814087.472081,0.1955,9360092664.49,2022-03-16T22:04:00.000Z,
33,6892,Elrond,EGLD,elrond-egld,84,2020-09-04T00:00:00.000Z,"['binance-launchpad', 'binance-labs-portfolio', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain']",31415926.0,21656366.71037294,23016298.0,36,,,2022-03-16T22:04:00.000Z,,,,,,163.51661934420326,382813579.78855616,-4.022,-0.41615363,3.9454332,15.96664608,-12.83656145,-18.78728581,-40.0374515,3541175871.7585273,0.1946,5137026013.09,2022-03-16T22:04:00.000Z,
34,8916,Internet Computer,ICP,internet-computer,101,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'polychain-capital-portfolio', 'exnetwork-capital-portfolio']",,212526586.32940644,478474154.7528239,37,215515153.4119799,3521374426.8022394,2022-03-16T22:04:00.000Z,,,,,,16.339335638597817,211061624.462852,42.9921,-0.18178765,1.9967372,-5.58081195,-20.5324578,-49.8172296,-34.38523601,3472543226.1616063,0.1909,7817949808.9,2022-03-16T22:04:00.000Z,
35,328,Monero,XMR,monero,168,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18093672.95549638,18093672.95549638,38,,,2022-03-16T22:04:00.000Z,,,,,,188.49503974969565,247599520.40919575,10.2979,-0.46159284,2.02085308,0.60708528,7.75673338,-13.49621594,-1.0328783,3410567602.964283,0.1874,3410567602.96,2022-03-16T22:04:00.000Z,
36,3513,Fantom,FTM,fantom,265,2018-10-29T00:00:00.000Z,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem', 'bnb-chain']",3175000000.0,2545006273.0,2545006273.0,39,,,2022-03-16T22:04:00.000Z,,,,,,1.23961465038899,1476791478.0106807,7.8027,-0.41900942,4.29775945,-8.29358205,-34.70792237,-57.56442168,-14.83517486,3154827061.3426814,0.1734,3935776514.99,2022-03-16T22:04:00.000Z,
37,1274,Waves,WAVES,waves,162,2016-06-02T00:00:00.000Z,"['lpos', 'platform', 'smart-contracts']",,107752672.0,107752672.0,40,,,2022-03-16T22:04:00.000Z,,,,,,28.726940128811368,1926895882.1667595,173.1503,0.39169409,8.91135112,4.51268793,210.52366575,94.92819592,56.71999907,3095404557.263449,0.1701,3095404557.26,2022-03-16T22:04:00.000Z,
38,3077,VeChain,VET,vechain,169,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",86712634466.0,64315576989.0,86712634466.0,41,,,2022-03-16T22:04:00.000Z,,,,,,0.047967070087240105,305918665.4567064,31.6218,-1.00432249,3.86721363,-0.45877411,-13.37270048,-39.18092507,-42.16189666,3085029789.13265,0.1696,4159351014.88,2022-03-16T22:04:00.000Z,
39,2280,Filecoin,FIL,filecoin,183,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'bnb-chain']",,177527398.0,177527398.0,42,,,2022-03-16T22:04:00.000Z,,,,,,17.25172862857591,328734694.1262295,-29.2725,-0.49074193,1.06379915,-7.7236875,-16.15262602,-42.50597277,-54.14318113,3062654494.43319,0.1683,3062654494.43,2022-03-16T22:04:00.000Z,
40,6783,Axie Infinity,AXS,axie-infinity,194,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio']",270000000.0,60907500.0,270000000.0,43,,,2022-03-16T22:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,50.11957752631912,359039212.7872421,61.47,-0.19026975,6.530421,3.99255067,-11.16504845,-33.88732739,-49.43653664,3052658168.184282,0.1678,13532285932.11,2022-03-16T22:04:00.000Z,
41,4256,Klaytn,KLAY,klaytn,77,2020-03-30T00:00:00.000Z,"['platform', 'enterprise-solutions', 'injective-ecosystem']",,2759913352.0,10782297980.8,44,,,2022-03-16T22:04:00.000Z,,,,,,1.100432045100847,70252205.6451257,-9.9899,-0.64947875,1.66885726,-2.83886345,-10.08018638,-21.30657493,-14.01199309,3037097094.2424936,0.1669,11865186217.9,2022-03-16T22:04:00.000Z,
42,2416,Theta Network,THETA,theta-network,101,2018-01-17T00:00:00.000Z,"['media', 'collectibles-nfts', 'content-creation', 'defi', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3']",1000000000.0,1000000000.0,1000000000.0,45,,,2022-03-16T22:04:00.000Z,,,,,,2.8580191393271788,174204095.32064965,-5.5307,-0.44300508,4.49102277,-5.65579063,-19.22528397,-30.6443194,-33.68152461,2858019139.327179,0.1571,2858019139.33,2022-03-16T22:04:00.000Z,
43,2011,Tezos,XTZ,tezos,205,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio', 'bnb-chain']",,887608590.350963,909490700.708387,46,,,2022-03-16T22:04:00.000Z,,,,,,3.0553534562887776,128176020.21935935,76.6863,-0.15298143,2.54996909,-2.1129107,-21.78891657,-28.53209756,-30.18707339,2711957974.3604245,0.149,2778815555.87,2022-03-16T22:04:00.000Z,
44,5665,Helium,HNT,helium,42,2020-06-05T00:00:00.000Z,"['mineable', 'enterprise-solutions', 'distributed-computing', 'iot', 'usv-portfolio', 'multicoin-capital-portfolio', 'web3']",223000000.0,113362844.0859895,223000000.0,47,,,2022-03-16T22:04:00.000Z,,,,,,22.114805433235816,43495710.32489289,62.5084,0.98438625,4.39739271,2.32118934,-13.02930775,-35.41047189,-31.55106172,2506997240.3199053,0.1378,4931601611.61,2022-03-16T22:04:00.000Z,
45,4157,THORChain,RUNE,thorchain,73,2019-07-23T00:00:00.000Z,"['cosmos-ecosystem', 'decentralized-exchange', 'defi', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",500000000.0,330688061.33445597,334937974.91478544,48,224410215.0,1664731485.3757067,2022-03-16T22:04:00.000Z,1839.0,BNB Beacon Chain (BEP2),BNB,bnb,RUNE-B1A,7.418251817884968,419110268.9301554,-9.6642,0.00447708,-3.22487214,37.79563188,83.63772153,12.87208336,11.35448281,2453127312.147184,0.1348,3709125908.94,2022-03-16T22:04:00.000Z,
46,1437,Zcash,ZEC,zcash,246,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'bnb-chain']",21000000.0,13960862.5,13960862.5,49,,,2022-03-16T22:04:00.000Z,,,,,,151.55155592825625,394471237.6775798,0.9701,-0.5701556,9.54823735,10.20905717,26.97530771,4.72334649,-3.19704389,2115790433.9754453,0.1163,3182582674.49,2022-03-16T22:04:00.000Z,
